Country Name,Country Code,Indicator Name,Indicator Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Latin America & Caribbean,LCN,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,35.52446561,35.35055193,35.20794661,35.58204153,35.11131377,34.86592804,35.00065125,34.95452633,34.39637312,33.68673455,32.81024394,32.10720004,31.41969281,32.03776823,32.07737875,32.35737365,31.76390538,31.86261441,31.83425816,32.35228853,32.62091279,32.9209345,32.99578956,33.04879611
Latin America & Caribbean,LCN,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,36.86381257,37.40705703,37.0387484,37.05703508,36.54406717,37.08223356,37.20477248,37.34781145,36.93739119,36.39597375,35.56331939,34.92701882,34.31601957,34.56498379,34.10725942,33.72766709,32.45207067,32.23422105,31.86237485,32.20190695,32.60530872,33.01609874,33.30109874,33.275542
Latin America & Caribbean,LCN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,74.52730986,75.04913754,74.61479689,73.67316865,73.30121847,73.21916919,72.71905673,72.88143519,73.51435169,73.71912276,74.2137333,74.2254297,74.34383441,73.43590725,73.4266388,73.36950588,73.58610764,73.32933874,73.19006073,72.75596309,71.64398344,71.47590751,71.47130291,71.35753522
Latin America & Caribbean,LCN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,40.42751947,41.33108937,41.62249443,41.54107841,41.82947957,42.61019967,42.96132465,43.34627252,44.32704873,45.17327961,45.86486619,46.08223986,46.41732208,46.45710592,46.33823058,46.35041006,47.2567933,47.20857512,47.10707076,47.00235447,46.52367703,46.66571742,47.07965687,46.97943577
Latin America & Caribbean,LCN,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,41.17815134,41.21918415,40.98061816,41.27614068,40.7500311,40.67693407,40.71681661,40.63494407,40.11520242,39.59004904,38.80550343,37.85723915,37.3287999,37.82167819,37.61672244,37.68801782,37.19998835,37.27816324,37.05897842,37.62092595,37.92271883,38.44501132,38.60095465,38.62610156
Latin America & Caribbean,LCN,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,39.05876956,39.57688844,39.31335198,39.30574873,38.82721598,39.40025921,39.55803182,39.65597316,39.32020042,38.8944644,38.12674949,37.38894175,36.95452735,37.09852619,36.59811963,36.10736413,34.95271606,34.758561,34.30103609,34.68530141,35.11126813,35.61134899,35.98920512,35.95037949
Latin America & Caribbean,LCN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.653433012,5.868106267,5.77284402,5.694416317,5.638728905,5.810992448,5.716345724,5.680393544,5.718379547,5.903809092,5.995380726,5.749937206,5.909138902,5.784034094,5.539353888,5.33038482,5.435967664,5.415812335,5.225017856,5.268743404,5.301579881,5.524369679,5.604972075,5.577993465
Latin America & Caribbean,LCN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.194967149,2.169793901,2.274462852,2.248797421,2.282695976,2.318212373,2.353172339,2.307978817,2.382765361,2.498107362,2.563418698,2.461909707,2.638386797,2.53398549,2.491162668,2.379645878,2.500461048,2.52430846,2.438566474,2.482980396,2.506195546,2.595635084,2.687961395,2.675124763
Latin America & Caribbean,LCN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,59.2108863,59.5219612,58.84669079,57.4506677,56.54969952,56.2349276,55.37277332,55.32416752,56.05939288,56.22075444,56.64352433,56.42913042,56.31004388,54.78025735,54.55128544,54.00035491,54.19267733,52.98768476,52.53602292,51.56683937,49.53573925,49.30782092,49.1630775,49.06398127
Latin America & Caribbean,LCN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,33.4242747,33.61138493,33.58461572,33.16718894,32.82076718,33.11769194,32.911329,32.76173119,33.47421767,34.25143813,34.52967712,34.81745911,34.77709601,33.83126565,33.58003878,33.34162692,33.59332422,33.04070067,32.48996351,31.51245127,30.69559482,30.70629715,30.96506902,30.84555046
Latin America & Caribbean,LCN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,25.87165099,25.70060025,24.4111652,24.95148372,24.05001843,23.93016773,23.796226,23.55894052,23.41692045,22.79629789,21.90397644,20.9155608,20.47094047,20.63188059,20.18281422,19.71278414,19.45523299,19.07224464,18.63634542,18.41794112,18.37798982,18.39988568,18.29727806,18.25762055
Latin America & Caribbean,LCN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,10.29798382,10.58420641,9.876544259,10.27409979,10.16112566,10.65638375,10.79403518,10.69485738,10.69148808,10.60449721,10.05799966,9.331855326,8.779152886,8.401023684,8.208217602,7.975342166,7.738231125,7.439714875,7.337186304,7.174102449,7.224239681,7.224990803,7.219907817,7.179751541
Latin America & Caribbean,LCN,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.042502772,4.067872497,4.085211105,4.187229682,4.229138022,4.29775002,4.415449049,4.488054906,4.368874581,4.251336207,4.015910444,4.023990248,4.038899773,4.221245602,4.153531213,4.148600432,4.104564166,4.084526732,4.043337301,4.047774754,4.061152597,4.077401494,4.011262648,4.052951805
Least developed countries: UN classification,LDC,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.841580153,3.842319504,3.89646853,4.033342573,4.053750604,4.099695791,4.280276608,4.457463151,4.536767833,4.620488215,4.510493292,4.413056486,4.324590356,4.686713997,4.90304573,4.852477153,4.863077449,4.970746564,4.884418108,4.920648439,4.946296683,4.900046801,4.815634469,4.742242871
Least developed countries: UN classification,LDC,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,7.845877831,7.964464325,8.070957905,8.323210387,8.501001397,8.445965391,8.383590498,8.152011899,8.206232993,8.233015226,7.8105107,7.803799751,7.816761053,8.084880011,8.205214859,8.488242468,8.647155676,8.831493208,8.737833127,8.886363014,8.889575929,8.917314323,8.791478022,8.809137299
Least developed countries: UN classification,LDC,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,7.378360689,7.589156679,7.855913154,8.264712976,8.583551366,8.506545564,8.436995549,8.210084557,8.827621065,9.57854028,9.392053072,9.264124236,9.158384717,9.87099163,9.974677273,10.13506894,10.22384626,10.40417784,10.4628315,10.82757907,11.02247478,11.37153538,11.20196549,10.96814929
Least developed countries: UN classification,LDC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.77369379,40.87550734,40.99281412,41.1078876,41.17580148,41.22572063,41.2497673,41.26935998,41.29143683,41.34361779,41.35681785,41.43417146,41.53583905,41.64985115,41.7722023,41.8542873,41.92333667,42.01585874,42.15351782,42.32739762,42.48073299,42.69639225,42.79338834,42.82600453
Least developed countries: UN classification,LDC,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,83.29211451,83.16501989,83.04113887,82.90140652,82.73314087,82.70818109,82.59516171,82.46777354,82.32690174,82.17999035,81.98717194,81.67638315,81.33395863,80.9769175,80.63823918,80.29603714,79.85491034,79.46279395,79.02000687,78.67520246,78.36565132,78.42442946,78.24927522,78.18221417
Least developed countries: UN classification,LDC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,56.20681483,56.30004799,56.42116447,56.53114321,56.5265895,56.61024247,56.58762848,56.54934417,56.49803599,56.49511074,56.33129623,56.22305757,56.14473634,56.08755627,56.06804228,55.96155607,55.75950217,55.65328142,55.62526613,55.76044308,55.89654056,56.45192251,56.57789536,56.6422006
Least developed countries: UN classification,LDC,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,23.84062422,23.84794601,23.85222363,23.87564241,23.9792089,24.64951055,25.48881736,26.35363918,27.19691882,28.00102905,28.95535363,28.97790364,28.94260163,28.98720306,29.11093904,29.55919853,30.01505389,30.27241495,30.68594277,31.15719851,31.52689006,32.3066753,32.7000801,32.96255148
Least developed countries: UN classification,LDC,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,18.87683859,19.31134005,19.64321338,19.9237162,20.13173483,20.41813013,20.77507583,21.15590652,21.58668953,21.9499511,22.63376943,23.14257629,23.72208144,24.38500145,24.94396472,25.55142659,26.32932095,26.87939782,27.44891255,28.12632317,28.76157423,29.53461699,30.16046486,30.70361703
Least developed countries: UN classification,LDC,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,9.824374771,9.994645767,10.15146492,10.33454207,10.49927859,10.78983055,11.11121476,11.40517797,11.76012537,12.13135788,12.50784136,12.88410113,13.25645239,13.6297515,14.07158221,14.26442881,14.60591964,14.93728174,15.24417706,15.51956562,15.61454008,15.63849129,15.81629745,15.96066023
Least developed countries: UN classification,LDC,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,6.299094108,6.388291497,6.436295206,6.534249556,6.676194051,6.848249661,6.923773102,7.036286157,7.135607383,7.248915816,7.446610491,7.51299501,7.632908379,7.737827762,7.907169018,8.034326753,8.180296588,8.225482782,8.482680221,8.592143811,8.677129469,8.941319654,9.033470791,9.093599917
Least developed countries: UN classification,LDC,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,18.98845238,18.79990813,18.56192538,18.35925906,18.17391531,17.96013845,17.77423498,17.51825786,17.32263636,17.13762274,16.91011831,16.79771414,16.6747823,16.57980401,16.3911091,16.0929721,15.65120528,15.35107522,15.11925859,14.75527401,14.50663454,14.20910885,14.03515527,13.85960083
Least developed countries: UN classification,LDC,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,48.13883248,47.80947344,47.49271925,47.16400592,46.94396864,46.84699377,46.6616089,46.46586797,46.21587711,45.9237683,45.14304048,44.7443732,44.36608449,43.98977952,43.74008686,42.92158181,42.25104821,41.8283929,41.59522706,40.68637836,39.96502981,38.43118217,37.92750535,37.5119199
Least developed countries: UN classification,LDC,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,23.61127,23.85034001,24.07490496,24.3090995,24.53126269,24.74675216,24.95633707,25.17339324,25.4130107,25.66216069,26.0418645,26.61626928,27.1686305,27.71915913,28.39070335,28.72307351,29.20658767,29.50961857,29.7537486,29.90358944,29.96788188,29.98012988,30.15535057,30.31329112
Least developed countries: UN classification,LDC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,10.70245008,10.9116435,11.1165833,11.32206283,11.45803237,11.58551021,11.71597155,11.86539846,11.98541352,12.08689511,12.34674239,12.43776655,12.53951288,12.63524305,12.75939777,13.31470273,13.85802546,14.30034087,14.83247247,15.2865233,15.55500359,16.09718316,16.26148805,16.42178717
Least developed countries: UN classification,LDC,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,74.56421247,74.32500239,74.08885636,73.84136033,73.61330153,73.3885636,73.17350748,72.94702307,72.70541263,72.45584174,72.07699745,71.49290357,70.92378643,70.34173335,69.6492228,69.23102535,68.64015219,68.23077597,67.82858702,67.47496445,67.12839447,66.59541291,66.42931952,66.28305389
Least developed countries: UN classification,LDC,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,88.69402069,88.47921533,88.26558305,88.05174571,87.90774342,87.77223553,87.63729824,87.4782235,87.35179618,87.2449219,86.98006575,86.87376262,86.7555354,86.64253274,86.4996274,85.89953506,85.30841734,84.83993424,84.29432118,83.82737469,83.54594859,82.95910293,82.78333633,82.61232058
Least developed countries: UN classification,LDC,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,79.92499191,79.78194778,79.64869401,79.43012862,79.23427577,79.15349382,78.94822057,78.76674513,78.73004588,78.6864133,78.69482378,78.38970929,78.04905057,77.55891335,77.28896767,76.96499555,76.57702846,76.21725641,75.82506438,75.4906982,75.18311519,75.22690482,75.11048514,75.01367427
Least developed countries: UN classification,LDC,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,54.04747027,54.13694092,54.22277539,54.25093162,54.23512769,54.28924824,54.1655451,54.02880335,53.93476879,53.88461715,53.79072071,53.74180502,53.71669336,53.45906031,53.31910599,53.24600542,53.04800171,52.88701594,52.90833207,53.01652257,53.13160371,53.68553251,53.85325584,53.95615968
Least developed countries: UN classification,LDC,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,76.38872974,76.14966819,75.92509479,75.69089995,75.46873758,75.25324749,75.04366372,74.82660675,74.58698996,74.33783233,73.95813474,73.38373026,72.83136952,72.28082319,71.60929651,71.27692696,70.79341249,70.49038157,70.24625125,70.09641027,70.03211886,70.01987013,69.84464934,69.68670937
Least developed countries: UN classification,LDC,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,89.29754917,89.08835631,88.88341794,88.67793736,88.54200464,88.41449008,88.28402894,88.13462177,88.01458741,87.91310606,87.65325796,87.56223374,87.46048616,87.36476188,87.24060288,86.68529798,86.14197535,85.69965801,85.16752858,84.71347735,84.44499586,83.90281624,83.73851211,83.57821172
Least developed countries: UN classification,LDC,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,1.824472098,1.824473961,1.836545197,1.849316899,1.855171298,1.864689784,1.869976987,1.87984152,1.881540518,1.881763557,1.881451751,1.890958377,1.907666829,1.939479018,1.959979691,2.045877797,2.153243933,2.259768537,2.417603778,2.621299327,2.903768528,3.424547747,3.415283786,3.403627587
Least developed countries: UN classification,LDC,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.603572752,0.609223827,0.618021045,0.626005253,0.634304849,0.642141134,0.646727157,0.656202882,0.662755878,0.668332662,0.673292737,0.688749376,0.705158239,0.722259037,0.741090588,0.78569458,0.833301852,0.859783605,0.873317629,0.88631132,0.898915355,0.943626227,0.955102956,0.965921698
Least developed countries: UN classification,LDC,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,63.18271264,62.84389777,62.45510003,61.94621268,61.40001712,61.36607934,61.18970921,61.09315427,60.79580298,60.44535139,60.36440266,59.77533567,59.1276511,58.2569014,57.65140477,56.99468877,56.26081471,55.52401117,54.8398125,54.14193079,53.46530096,53.21238002,52.87337638,52.69347113
Least developed countries: UN classification,LDC,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,47.89837208,47.84547243,47.73629991,47.53681473,47.2617066,47.2590923,47.05157763,46.8453723,46.53052695,46.16987453,45.85533743,45.61096141,45.3431557,44.75403818,44.2232964,44.05566376,43.7180286,43.4357912,43.22122655,42.98866985,42.71202314,42.67074608,42.56917783,42.62239232
Least developed countries: UN classification,LDC,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,66.33529803,66.15740164,65.99644437,65.78958674,65.52144848,64.56073217,63.40005015,62.24093815,61.04281366,59.8677555,58.53680819,58.13802089,57.80098246,57.38306832,56.81741081,56.17645174,55.37861618,54.79020438,54.07002883,53.32315174,52.85821654,52.05468173,51.48370834,51.07678313
Least developed countries: UN classification,LDC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,74.82397134,74.30046833,73.92054776,73.5420389,73.19208432,72.73372714,72.30107649,71.80778721,71.27758703,70.80103548,69.91961138,69.34449858,68.64464847,67.87709132,67.14860146,66.41447954,65.49033218,64.89492993,64.06860131,63.28170968,62.56127574,61.52421573,60.80614846,60.20270299
Least developed countries: UN classification,LDC,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.182411106,5.205957722,5.245407689,5.311211911,5.343579522,5.378678972,5.423323722,5.396362418,5.279917418,5.18927786,5.114418558,5.076054379,5.139902272,4.952216091,5.070508155,5.088171084,5.07280591,5.018308297,4.979916094,4.982379201,4.9388823,4.849211479,4.769838864,4.800285077
Low income,LIC,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.298610934,4.365239818,4.517283178,4.688164297,4.787703677,4.903586102,4.998952634,5.064373425,4.940570351,4.818596734,4.793787564,4.820111867,4.816926507,5.180650152,5.390037509,5.285333447,5.235872053,5.205937866,5.183308594,5.246105483,5.198092197,5.11297096,5.024612675,5.004370596
Low income,LIC,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,9.515157357,9.55016549,9.623044197,9.711730156,9.814722078,9.908551813,10.01586613,10.00243838,9.783206834,9.608720175,9.516956991,9.492148653,9.61163848,9.306393541,9.763772463,9.942444887,9.975500676,9.849579606,9.793408887,9.994995279,9.873085675,9.682251209,9.515426739,9.484045962
Low income,LIC,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,9.371627857,9.57761728,9.88911221,10.0707869,10.46566097,10.90796485,10.99991066,10.99404357,10.96534708,10.94801267,11.08332002,11.41641295,11.39601416,11.96793018,12.50647007,12.62176677,12.63728432,12.58418871,12.52585956,12.75000858,12.59578157,12.35323723,12.1288033,12.02633735
Low income,LIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.73472092,43.73609579,43.75290754,43.8475596,43.90230876,43.87321622,43.84474154,43.82241602,43.78050424,43.74762084,43.6497048,43.58673123,43.54946849,43.49678788,43.45697725,43.41663094,43.37937761,43.3951905,43.45258363,43.53237624,43.63709375,43.74027453,43.81879219,43.80785699
Low income,LIC,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,80.73732963,80.68576878,80.64532768,80.53778253,80.4018117,80.35972571,80.27645803,80.15687404,80.03696993,79.88976352,79.69018502,79.44738978,79.21355577,78.92432905,78.68372251,78.41950746,78.09066927,77.81756023,77.42817942,77.17827519,76.98396106,76.77239313,76.58155262,76.5368988
Low income,LIC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,60.16292854,60.13324536,60.14056817,60.29625771,60.35266862,60.30430503,60.24889882,60.18761871,60.06578382,59.92208341,59.53119394,59.17827156,58.89315588,58.54301833,58.2798379,58.03828446,57.76907279,57.67306838,57.58682924,57.65033779,57.79640209,57.92387954,58.00726446,57.9914133
Low income,LIC,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,22.95208683,23.12251191,23.29636623,23.48188943,23.58256369,23.85191183,24.19970679,24.53253127,24.74706259,24.95242183,25.34198937,25.72906162,26.04604819,26.5257901,26.99150937,27.38123259,27.75085355,27.89319676,28.29025469,28.75961152,29.01095996,29.33773827,29.65666233,29.87998284
Low income,LIC,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,19.14953402,19.41930685,19.712333,20.08465551,20.03702112,20.17468944,20.32619528,20.50704736,20.7743311,20.99106708,21.6372521,22.30762775,23.11688592,23.84001346,24.61494884,25.38760941,26.21880141,26.74481171,27.45541573,28.17771656,28.69869803,29.16082233,29.68116578,30.17338354
Low income,LIC,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,12.15886136,11.99899223,11.92886836,11.87015956,11.66185095,11.64200539,11.6870006,11.70228583,11.84239417,11.98412694,12.18053762,12.42627134,12.62213448,12.77153534,12.98679769,13.090963,13.27175358,13.40901205,13.59303845,13.66316968,13.66809866,13.70716509,13.71804854,13.72266211
Low income,LIC,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,6.627407872,6.546033688,6.444069865,6.404953381,6.305245359,6.299043808,6.230344115,6.198976411,6.129640327,6.095415074,6.147076381,6.225514315,6.349153457,6.425385309,6.567075551,6.710505531,6.872013795,6.869869071,7.007355384,7.069990009,7.091757058,7.171251297,7.207284789,7.215353419
Low income,LIC,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,20.08610349,20.10455879,20.0531016,19.90901179,19.82900562,19.76665002,19.70209159,19.47557455,19.41399231,19.36378555,19.26964166,19.24223135,19.06079867,18.9055364,18.79319028,18.57539204,18.32645184,18.14703076,17.87830197,17.67663761,17.52168005,17.41471526,17.36999683,17.26669441
Low income,LIC,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,49.96709785,49.91366819,49.80293626,49.644975,49.72750384,50.02563201,50.13176049,50.3362201,50.44124204,50.44462666,49.74789635,49.05583389,48.25023458,47.41675203,46.72268282,45.79759312,45.02930184,44.55552303,44.26044431,43.8117829,43.41140215,42.96069051,42.55007502,42.25392892
Low income,LIC,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,19.43530474,19.60266096,19.70804888,19.74452429,19.77833566,19.84528018,19.99447242,20.09839455,20.24070197,20.4227943,20.8469056,21.19484277,21.90826765,22.350994,22.7968152,23.15964462,23.59337131,23.83406562,24.02072701,24.13323278,24.23117017,24.37375952,24.44133987,24.53495265
Low income,LIC,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,8.420831182,8.486399985,8.532409542,8.672674935,8.685572789,8.640870634,8.712752467,8.774236115,8.765224527,8.777868148,8.98212912,9.183863589,9.499036531,9.726496132,9.943646082,10.3412309,10.61219103,10.75198011,10.92896781,11.06527257,11.18255695,11.32392954,11.45422909,11.5779119
Low income,LIC,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,77.9628413,77.790313,77.66629689,77.60661867,77.56823548,77.50329208,77.34710203,77.23267748,77.09678096,76.92645026,76.48890212,76.18259618,75.52975406,75.2101667,74.72586871,74.30537145,73.81115492,73.56254154,73.34913878,73.20416151,73.08085509,72.91462875,72.84394665,72.74758121
Low income,LIC,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,91.00917745,90.93977044,90.88296053,90.73201645,90.70930173,90.74534916,90.66816637,90.59832429,90.60313716,90.58873283,90.37442099,90.16527055,89.8330305,89.6052655,89.35357094,88.90818826,88.57749564,88.41371723,88.22965689,88.082588,87.95105327,87.78694395,87.64824192,87.51586836
